NDVI,Soil_Moisture,VH,VV,VV_VH_ratio,VV_minus_VH,VV_plus_VH,NDVI_VV,NDVI_VH,VV_squared,VH_squared,NDVI_squared,SAR_energy,SAR_product,NDVI_ratio
0.50499004,16.777376,-15.624951397064084,-8.58922478044008,0.549712131057644,7.035726616624004,-24.214176177504164,-4.337472965443427,-7.8904448310014486,73.77478232892595,244.1391061606149,0.25501494049920165,317.91388848954085,134.20621973283468,0.9186428547348011
0.5842986,18.732174,-14.149267686687928,-5.875264182543005,0.415234535657642,8.274003504144922,-20.024531869230934,-3.4329086364900223,-8.267397300356995,34.518729214672724,200.20177606955116,0.34140485396196,234.7205052842239,83.13068564881071,1.4071497977036074
0.5611871,18.732174,-13.98251773045212,-6.014696749076127,0.4301583802847804,7.967820981375993,-19.997214479528246,-3.3753702259934597,-7.846808575851007,36.17657698334693,195.5108020824079,0.31493096120641006,231.68737906575484,84.10060393724967,1.304602725688499
0.58531743,18.194862,-13.834517996376176,-6.614634320912653,0.47812542516990614,7.219883675463524,-20.449152317288828,-3.8716607611063893,-8.097584518927652,43.75338719939559,191.3938881920563,0.3425964938618049,235.1472753914519,91.51027755211359,1.2241896686467448
0.57627654,18.44036,-14.481931365386451,-6.971209251494655,0.48137292996220177,7.510722113891796,-21.453140616881107,-4.017344347067329,-8.34559729976238,48.59775842812467,209.72633607176388,0.33209465055437154,258.32409449988853,100.95657391389265,1.1971494593511744
0.62935555,18.44036,-14.102269132277254,-6.699634575467604,0.4750749675602528,7.40263455680965,-20.801903707744856,-4.21645220304243,-8.875341345992373,44.88510344480098,198.87399467917984,0.3960884083158025,243.75909812398083,94.48004987115421,1.3247471835547655
0.64759463,16.530365,-14.507847817231813,-6.591071968830122,0.45431083274201123,7.916775848401691,-21.098919786061934,-4.268342812957914,-9.395204339296543,43.442229698298185,210.47764828795786,0.41937880480483686,253.91987798625604,95.62226907620988,1.425440816919571
0.61338717,16.530365,-14.553729456845437,-7.217252863593443,0.49590404857380466,7.3364765932519935,-21.77098232043888,-4.426970309173978,-8.92707092448006,52.088738897047755,211.81104110305057,0.3762438203206089,263.8997800000983,105.03794559838198,1.2369044674259062
0.7650819,9.416855,-14.115505480454845,-7.222790166819549,0.5116919609087048,6.892715313635295,-21.338295647274393,-5.5260260241316175,-10.799517752446805,52.16869779390517,199.24749496875074,0.5853503137076099,251.4161927626559,101.95333418391671,1.4951972343752922
0.784282,8.774603,-14.119426952500788,-7.32388741856999,0.5187099987781589,6.795539533930798,-21.443314371070777,-5.743993072410909,-11.073612409161223,53.63932691988779,199.3582174670057,0.6150982555240001,252.99754438689348,103.40909341483854,1.5119825911681117
0.40778184,8.774603,-16.48953978177353,-9.094428504747333,0.551527160650468,7.3951112770261975,-25.583968286520864,-3.708542789414316,-6.724134872964808,82.7086298279608,271.90492221469185,0.16628602903378562,354.61355204265266,149.96294062152631,0.7393672147566595
0.3025869,7.830033,-14.651011481798385,-7.747766339802227,0.5288212952565714,6.903245141996158,-22.39877782160061,-2.3443725986851023,-4.4332041461417795,60.027883256172395,214.6521374397881,0.09155883205161,274.6800206959605,113.51261360273347,0.5721901340282795
0.30552936,7.581403,-15.51405092345986,-8.402489173652178,0.5416051395416871,7.111561749807683,-23.91654009711204,-2.5672071396328793,-4.739998049652101,70.60182431334206,240.68577605570576,0.09334818982200961,311.2876003690478,130.35664492386005,0.5641172388823772
0.19091673,7.581403,-12.803109490635014,-5.702105385609415,0.44536882506152997,7.101004105025599,-18.50521487624443,-1.0886273143359386,-2.4443277977840028,32.5140058285959,163.91961262918838,0.036449197793892905,196.4336184577843,73.00467957909693,0.42867010573431635
0.27231613,7.7312994,-17.651249165788144,-11.619612217617814,0.6582884172542021,6.0316369481703305,-29.270861383405958,-3.164207831202401,-4.806719862493155,135.01538808781316,311.56659711273664,0.07415607465817689,446.5819852005498,205.10067046300816,0.41367234967236854
0.23687366,8.766263,-17.88994099534188,-8.632245641033114,0.4825195413333274,9.257695354308767,-26.522186636374997,-2.04475161901056,-4.237655800750675,74.5156648071352,320.04998881681405,0.05610913080179561,394.56565362394923,154.43036517537956,0.49090896595916445
0.2518019,8.766263,-16.711809230952653,-7.643404351738406,0.45736548948555616,9.068404879214247,-24.355213582691057,-1.924623738235999,-4.2080653167914175,58.4216300841736,279.2845677717543,0.06340419684361001,337.70619785592794,127.73511540128557,0.5505473308357718
0.2934727,8.971011,-16.85998963949326,-9.713741960069596,0.5761416669828522,7.146247679423665,-26.573731599562855,-2.850718080124916,-4.9479466814741135,94.35678286681672,284.2592506438201,0.08612622564528999,378.61603351063684,163.77358880748434,0.5093750503444916
0.44466373,8.971011,-15.88487147300966,-8.342955616325549,0.5252139531449911,7.541915856684112,-24.227827089335207,-3.7098097635797673,-7.0634261997590695,69.60490841597802,252.3291417140361,0.19772583277751288,321.9340501300141,132.52677767035544,0.8466318929751527
0.23525162,9.10698,-15.780663751844058,-5.976558456949936,0.37872670818287035,9.804105294894121,-21.757222208793994,-1.4059950590221728,-3.7124267122965926,35.719250989339805,249.02934844876498,0.055343324712624396,284.7485994381048,94.31405940236692,0.6211629487811536
0.39267287,8.834363,-16.920603302112514,-10.155925683781328,0.6002106486784679,6.764677618331186,-27.076528985893844,-3.9879564857571266,-6.644261860771998,103.14282649448924,286.3068161074609,0.1541919828340369,389.44964260195013,171.84438966099964,0.6542240072557373
0.5212781,8.834363,-15.81981554778672,-8.79968397086387,0.5562444454884583,7.02013157692285,-24.61949951865059,-4.587082540932373,-8.24652339110072,77.43443798707851,250.2665639659944,0.27173085753960996,327.70100195307293,139.20937729788182,0.9371368417088749
0.34453782,8.059807,-17.032587460368973,-10.16853062830972,0.5970044920640574,6.864056832059253,-27.20111808867869,-3.5034433752810608,-5.868370552554862,103.39901513887285,290.10903559511837,0.1187063094103524,393.50805073399124,173.19638727012597,0.5771099672949606
0.3448795,8.127675,-17.00008473021135,-10.370471281470731,0.6100247178807162,6.629613448740617,-27.37055601168208,-3.576562950317985,-5.862980721712925,107.5466745998092,289.00288083436504,0.11894186952025,396.54955543417424,176.29889047722588,0.5653523939910963
0.26868987,8.127675,-18.214263566101664,-10.786102406091496,0.5921789239035884,7.428161160010168,-29.00036597219316,-2.8981164532994113,-4.893988109721592,116.34000511469276,331.7593972554185,0.0721942462406169,448.09940237011125,196.46091207551385,0.4537301234881864
0.2599764,7.660628,-18.699814303443787,-10.866844895566956,0.5811205020729111,7.832969407876831,-29.566659199010743,-2.8251232153078734,-4.861510403277824,118.08831798430961,349.68305498328084,0.06758772855695999,467.7713729675904,203.20798161142807,0.4473701266820131
0.4184583,8.190736,-15.611516166577193,-7.926239176489807,0.5077174823785938,7.685276990087386,-23.537755343066998,-3.3168005711873243,-6.532768515488409,62.82526748292181,243.71943701930104,0.17510734883889,306.5447045022228,123.74061104392811,0.8241935531666649
0.29211387,8.190736,-19.16078728992426,-11.782601589653384,0.6149330936303636,7.378185700270878,-30.943388879577647,-3.441861349021802,-5.597131727506588,138.82970022050245,367.13576956972315,0.0853305130463769,505.9654697902256,225.76392278127196,0.47503280924864344
0.38168344,8.12315,-17.176801393497385,-10.472866625559034,0.60970998006845,6.703934767938351,-27.64966801905642,-3.997319760304564,-6.556100644066875,109.68093535674826,295.0425061116537,0.14568224837023358,404.723441468402,179.89035004781468,0.626007161552429
